DULCE;Mermelada de Naranja 320 grs.;87
DULCE;Mermelada de Pera 320 grs.;87
DULCE;Mermelada de Pomelo 320 grs.;87
DULCE;Mermelada de Tomate 320 grs.;87
DULCE;Mermelada de Uva 320 grs.;87
ENDULZANTES;Azúcar Rubia Orgánica x 1 kg.;137
ENDULZANTES;Azúcar Mascabo BA.LA.JU. X 500 grs.;71
ENDULZANTES;Stevia Líquida x 100 cc.;105
ENDULZANTES;Stevia en Sobres x 24 grs. (100 sobres);195
ENDULZANTES;Stevia en Polvo x 100 grs.;175
ENDULZANTES;Azúcar con Pétalos de Rosa x 150 grs.;71
ENDULZANTES;Azúcar con Pétalos de Rosa x 1 kg.;357
ESPECIAS;Adobo para Pizza;72
ESPECIAS;Ají Molido;76
ESPECIAS;Orégano;64
ESPECIAS;Ajo y Perejil;77
ESPECIAS;Albahaca;69
ESPECIAS;Canela Molida;115
ESPECIAS;Comino - Semillas;97
ESPECIAS;Condimento para Arroz;92
ESPECIAS;Curry;92
ESPECIAS;Eneldo;80
ESPECIAS;Jengibre;87
ESPECIAS;Pimentón Dulce;92
ESPECIAS;Romero;76
ESPECIAS;Salvia;76
ESPECIAS;Sésamo;105
ESPECIAS;Tomillo;78
ESPECIAS;Chimichurri Patagónico;79
ESPECIAS;Chimichurri Pampeano;79
ESPECIAS;Chimichurri Andino;79
ESPECIAS;Chimichurri Argentino;79
ESPECIAS;Molinillo Ajo Granulado;152
ESPECIAS;Molinillo Aroma Italiano;152
ESPECIAS;Molinillo Aromas Orientales;195
ESPECIAS;Molinillo Cilantro;152
ESPECIAS;Molinillo Limón y Sal;152
ESPECIAS;Molinillo Mix de Pimientas;152
ESPECIAS;Molinillo Nuez Moscada;152
ESPECIAS;Molinillo Pimienta Blanca;152
ESPECIAS;Molinillo Pimienta de Jamaica;152
ESPECIAS;Molinillo Pimienta Negra;152
ESPECIAS;Molinillo Pimienta Verde;176
ESPECIAS;Molinillo Provenzal;152
ESPECIAS;Molinillo Sabores Agridulces;152
ESPECIAS;Molinillo Sabores Exóticos;152
ESPECIAS;Molinillo Sabores Rústicos;152
ESPECIAS;Molinillo Sal con Pepperoni;152
ESPECIAS;Molinillo Sal Marina;152
ESPECIAS;Curry Suave x 200 grs.;117
ESPECIAS;Curry Picante x 200 grs.;117
ESPECIAS;Pimentón Ahumado Dulce x 550 grs.;117
ESPECIAS;Mix del Bosque x 15 grs.;56
ESPECIAS;Mix de los Lagos x 15 grs.;56
ESPECIAS;Mix de la Patagonia x 15 grs.;56
ESPECIAS;Mix de la Estepa x 15 grs.;56
ESPECIAS;Mix para Chimichurri x 50 grs.;56
ESPECIAS;Ajo Ahumado x 50 grs.;56
ESPECIAS;Cebollitas Ahumadas x 30 grs.;56
SALES;Sal y Especias Ahumadas x 30 grs.;56
ESPECIAS;Pimentón Ahumado x 50 grs.;56
ESPECIAS;Ají Molido Picante Ahumado x 50 grs.;56
ESPECIAS;Finas Hierbas Ahumadas x 15 grs.;56
ESPECIAS;Mix de los Volcanes x 30 grs.;56
ESPECIAS;Mix de la Montaña x 40 grs.;56
ESPECIAS;Merkén Andino Ahumado x 40 grs.;56
SALES;Sal Ahumada x 100 grs.;56
ESPECIAS;Orégano Ahumado x 15 grs.;56
ESPECIAS;Provenzal Ahumada x 30 grs.;56
ESPECIAS;Pack Surtido de Mixes Ahumado;257
ESPECIAS;Pack Especias Ahumadas del Sur;257
ESPECIAS;Molinillo Dulce Especiado;152
ESPECIAS;Molinillo Dulce Tropical;152
ESPECIAS;Molinillo Meditarráneo;152
ESPECIAS;Molinillo Toscano;152
GALLETITAS;Cantuccini con Almendras x 180 grs.;144
GALLETITAS;Cantuccini con Chips de Chocolate x 180 grs.;98
GALLETITAS;Butter Cookies Coco and Coco x 180 grs.;98
GALLETITAS;Butter Cookies Lemon and Ginger x 180 grs.;98
GALLETITAS;Butter Cookies Sweet and Salty x 180 grs.;98
GALLETITAS;Butter Cookies Chai x 180 grs.;98
GALLETITAS;Galletitas de Avena x 250 grs.;83
GALLETITAS;Galletitas de Avena con Almendras x 250 grs.;83
GALLETITAS;Galletitas de Avena con Chocolate x 250 grs.;83
GALLETITAS;Galletitas de Avena con Coco x 250 grs.;83
GALLETITAS;Galletitas de Avena con Mix de Semillas x 250 grs.;83
GALLETITAS;Galletitas de Avena con Pasas de Uva x 250 grs.;83
GALLETITAS;Galletitasd Dulces de Chocolate x 120 grs.;77
GALLETITAS;Galletitas Dulces de Limón x 120 grs.;77
GALLETITAS;Air Barbacoa 60 grs.;96
GALLETITAS;Air Cebolla 60 grs.;96
GALLETITAS;BB Pretzels 100 grs.;75
GALLETITAS;Mix Pretzel x 200 grs.;174
GALLETITAS;Pretzels Mega con Sésamo 150 grs.;171
GALLETITAS;Pretzels Palitos Largos x 150 grs.;171
GALLETITAS;Pretzels Rosca con Sésamo x 200 grs.;197
GOLOSINAS;Barra Cereal Frutilla x 20 unidades;725
GOLOSINAS;Barra Cereal Durazno x 20 unidades;725
GOLOSINAS;Barra Cereal Dulce de Leche x 20 unidades;725
GOLOSINAS;Barra Cereal Chocolate x 20 unidades;725
GOLOSINAS;Barra Cereal Arándanos x 20 unidades;725
GOLOSINAS;Bocadito de Dulce de Leche - Blister cartón x 360 grs.;400
GOLOSINAS;Bocaditos Surtidos - Bolsa 100 grs.;163
INFUSIONES;Yerba Mate Orgánica Sin TACC x 500 grs.;165
INFUSIONES;Yerba Mate Orgánica Sin TACC x 2 kg.;451
INFUSIONES;Yerba Mate Orgánica Despalada Sin TACC x 500 grs.;143
INFUSIONES;Mate Cocido - Caja x 20 saquitos;77
INFUSIONES;Té Rojo - Caja x 20 saquitos;69
INFUSIONES;Té Verde - Caja x 20 saquitos;69
INFUSIONES;Té Rojo Ahumado x 30 grs.;56
INFUSIONES;Té Negro Ahumado x 30 grs.;56
INFUSIONES;Té Verde Ahumado x 30 grs.;56
INFUSIONES;Clásicos - Box x 15 saquitos 2 g.;148
INFUSIONES;Inti Grey - Box x 15 saquitos 2 g.;148
INFUSIONES;Patagonia Bee - Box x 15 saquitos 2 g.;148
INFUSIONES;Inca Rose - Box x 15 saquitos 2 g.;148
INFUSIONES;Chaman Chai - Box x 15 saquitos 2 g.;148
INFUSIONES;Amazonia Mango - Box x 15 saquitos 2 g.;148
INFUSIONES;Don Juan - Box x 15 saquitos 2 g.;148
INFUSIONES;Pampa Dulce - Box x 15 saquitos 2 g.;148
INFUSIONES;Verde Chai - Box x 15 saquitos 2 g.;148
INFUSIONES;Silencio Andino - Box x 15 saquitos 2 g.;148
INFUSIONES;Blanco Lychee - Box x 15 saquitos 2 g.;148
INFUSIONES;Estuche 8 Blends - Box x 15 saquitos 2 g.;148
INFUSIONES;Naranjo en Flor - Lata x 30 grs.;135
INFUSIONES;Naranjo en Flor - Flow Pack x 25 grs.;91
INFUSIONES;Patagonia Encantada - Lata x 30 grs.;135
INFUSIONES;Patagonia Encantada - Flow Pack x 25 grs.;91
INFUSIONES;Vientos del Norte - Lata x 30 grs.;135
INFUSIONES;Vientos del Norte - Flow Pack x 25 grs.;91
INFUSIONES;Té Verde Nro. 1 - Lata x 30 grs.;135
INFUSIONES;Té Verde Nro. 1 - Flow Pack x 25 grs.;91
INFUSIONES;Dragón Rojo - Lata x 30 grs.;135
INFUSIONES;Dragón Rojo - Flow Pack x 25 grs.;91
INFUSIONES;Pasión - Lata x 30 grs.;135
INFUSIONES;Pasión - Flow Pack x 25 grs.;91
INFUSIONES;Tardes Marroquíes - Lata x 30 grs.;135
INFUSIONES;Tardes Marroquíes - Flow Pack x 25 grs.;91
INFUSIONES;Hierbas Digestivas - Lata x 30 grs.;135
INFUSIONES;Hierbas Digestivas - Flow Pack x 25 grs.;91
INFUSIONES;Relaxing Roses - Lata x 30 grs.;135
INFUSIONES;Relaxing Roses - Flow Pack x 25 grs.;91
INFUSIONES;Noches Mágicas - Lata x 30 grs.;135
INFUSIONES;Noches Mágicas - Flow Pack x 25 grs.;91
INFUSIONES;British Grey - Lata x 30 grs.;135
INFUSIONES;British Grey - Flow Pack x 25 grs.;91
INFUSIONES;Indian Chai - Lata x 30 grs.;135
INFUSIONES;Indian Chai - Flow Pack x 25 grs.;91
INFUSIONES;Desayuno Inglés - Lata x 30 grs.;135
INFUSIONES;Desayuno Inglés - Flow Pack x 25 grs.;91
INFUSIONES;Sueños de Chocolate - Lata x 30 grs.;135
INFUSIONES;Sueños de Chocolate - Flow Pack x 25 grs.;91
INFUSIONES;Sabiduría Oriental - Lata x 30 grs.;135
INFUSIONES;Sabiduría Oriental - Flow Pack x 25 grs.;91
INFUSIONES;Green Chai - Lata x 30 grs.;135
INFUSIONES;Green Chai - Flow Pack x 25 grs.;91
INFUSIONES;Delfina - Lata x 30 grs.;135
INFUSIONES;Delfina - Flow Pack x 25 grs.;91
INFUSIONES;Jardín Imperial - Lata x 30 grs.;135
INFUSIONES;Jardín Imperial - Flow Pack x 25 grs.;91
INFUSIONES;Rosas del Paraíso - Lata x 30 grs.;135
INFUSIONES;Rosas del Paraíso - Flow Pack x 25 grs.;91
INFUSIONES;Jazmín Tentación - Lata x 30 grs.;135
INFUSIONES;Jazmín Tentación - Flow Pack x 25 grs.;91
INFUSIONES;Yerba con Cedrón x 500 grs.;93
INFUSIONES;Yerba con Menta x 500 grs.;93
INFUSIONES;Yerba con Peperina x 500 grs.;93
INFUSIONES;Yerba con Burrito x 500 grs.;93
INFUSIONES;Yerba Compuesta x 500 grs.;93
INFUSIONES;Yerba Mate La Posesiva x 500 grs.;124
INFUSIONES;Energy - Box x 15 saquitos 2 g.;148
INFUSIONES;Abrazo - Box x 15 saquitos 2 g.;148
INFUSIONES;Amour - Box x 15 saquitos 2 g.;148
INFUSIONES;Relax - Box x 15 saquitos 2 g.;148
INFUSIONES;Detox - Box x 15 saquitos 2 g.;148
INFUSIONES;Yogha - Box x 15 saquitos 2 g.;148
INFUSIONES;Herbal Box - Box x 15 saquitos 2 g.;148
JALEAS;Jalea de Ají Picante x 100 grs.;100
JALEAS;Jalea de Diente de León x 220 grs.;100
JALEAS;Jalea de Menta x 100 grs.;81
JALEAS;Jalea de Menta x 220 grs.;93
JALEAS;Jalea de Morrones x 100 grs.;100
JALEAS;Jalea de Romero x 100 grs.;81
JALEAS;Jalea de Romero x 220 grs.;93
MIEL;Miel Multifloral Algarrobo x 500 grs.;148
MIEL;Miel Multifloral Algarrobo x 900 grs.;266
MIEL;Miel Multifloral Algarrobo x 1 kg. PET;261
MIEL;Miel Multifloral Eucapyptus x 500 grs.;148
MIEL;Miel Multifloral Eucapyptus x 900 grs.;266
MIEL;Miel Multifloral Eucapyptus x 1 kg. PET;261
MIEL;Miel Multifloral Naranjo x 500 grs.;148
MIEL;Miel Multifloral Naranjo x 900 grs.;266
MIEL;Miel Multifloral Naranjo x 1 kg. PET;261
MIEL;Miel Multifloral Trebol Blanco x 500 grs.;148
MIEL;Miel Multifloral Trebol Blanco x 900 grs.;266
MIEL;Miel Multifloral Trebol Blanco x 1 kg. PET;261
MIEL;Apimax x 320 grs.;273
MIEL;Mentomiel x 320 grs.;181
MIEL;Miel Jengibre x 320 grs.;143
MIEL;Miel Canela x 320 grs.;143
MIEL;Cremosa Premium x 500 grs.;165
MIEL;Clásica Premium x 500 grs.;160
MIEL;Cremosa Premium x 900 grs.;269
MIEL;Líquida Premium x 900 grs.;264
PANIFICADOS;Pan Integral x 650 grs.;115
POLVOS;Cacao Fortificado x 100 grs.;100
POLVOS;Cappuccino con Stevia x 150 grs.;152
POLVOS;Postre de Vainilla x 60 grs.;63
POLVOS;Postre de Chocolate x 60 grs.;63
REGALERIA;Estuche Transparente - Box x 18 saquitos. 2 g.;299
REGALERIA;Estuche Transparente - Box x 30 saquitos 2 g.;476
REGALERIA;Caja Madera Paraíso x 60 saquitos;1533
REGALERIA;Caja Madera Negra x 60 Saquitos;1533
REGALERIA;Caja Calada Chica x 15 saquitos 2 g.;547
REGALERIA;Caja Calada Doble x 30 saquitos 2 g.;1045
REGALERIA;Cookies & Tea - Chocolate Lovers;160
REGALERIA;Cookies & Tea - Citric Lovers;160
REGALERIA;Cookies & Tea - Chai Lovers;160
SALES;Cristales de Sal de Mar - Tubo cilíndrico x 25 grs.;70
SALES;Cristales de Sal de Mar - Pote x 50 grs.;97
SALES;Cristales de Sal de Mar - Pote x 150 grs.;302
REGALERIA;Granola Clásica x 300 grs.;124
REGALERIA;Granola con Chips de Chocolate x 300 grs.;124
SECOS;GRANOLA CHOCOLATE - Eco Bolsa x 500 grs.;258
SECOS;GRANOLA CHOCOLATE - Frasco Desayunador x 300 grs.;220
SECOS;GRANOLA Miel - Eco Bolsa x 500 grs.;269
SECOS;GRANOLA Miel - Frasco desayunador x 300 grs.;242
SECOS;Snack Salado - Cervecero Pack x 500 grs.;218
SECOS;Snack Salado - Cervecero x 190 grs.;133
UNTABLES;Mantequilla de Maní x 360 grs.;192
UNTABLES;Manteca de Maní Tradicional x 510 grs.;156
UNTABLES;Manteca de Maní Crocante x 510 grs.;156
